,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,language,premise,choice1,choice2,question,label
817,817,817,817,817,Vietnamese,Người mẹ ôm con trai.,Con trai cô nhếch mép.,Con trai cô rên rỉ.,cause,1
818,818,818,818,818,Vietnamese,Một lỗ thủng xé toạc quần jean của tôi.,Tôi kéo khóa quần jean lên.,Tôi vấp trên vỉa hè.,cause,1
819,819,819,819,819,Vietnamese,Cậu bé đeo niềng răng.,Cậu có một lỗ sâu răng.,Răng cậu trở nên thẳng.,effect,1
820,820,820,820,820,Vietnamese,Tôi tập thể dục tại phòng gym ngày hôm qua.,Hôm nay tôi thức dậy với cơ bắp đau nhức.,Hôm nay tôi thức dậy với một cơn đau họng.,effect,0
821,821,821,821,821,Vietnamese,Các cô gái thì thầm qua lại với nhau ở bàn ăn trưa.,Những học sinh khác ngồi xuống bàn ăn trưa.,Các sinh viên khác ở bàn ăn trưa cảm thấy bị bỏ rơi.,effect,1
822,822,822,822,822,Vietnamese,Đứa trẻ đáp xuống tấm bạt lò xo.,Nó bật ngược lên không trung.,Nó quyết định thử làm một cú lật.,effect,0
823,823,823,823,823,Vietnamese,Tôi gửi thư trong hộp thư.,Bưu điện chuyển thư.,Bưu điện xúc tiến bức thư.,effect,0
824,824,824,824,824,Vietnamese,Con bạc rất tự tin.,Anh ta đặt cược tất cả tiền của mình.,Anh về nhà rỗng túi.,effect,0
825,825,825,825,825,Vietnamese,Lửa rừng lan rộng.,Những cơn gió trở nên mạnh hơn.,Những kẻ chủ mưu đã bị bắt giữ.,cause,0
826,826,826,826,826,Vietnamese,Đứa trẻ bị tróc da đầu gối.,Mẹ cậu đuổi cậu về phòng.,Mẹ cậu băng bó vết thương.,effect,1
827,827,827,827,827,Vietnamese,Người đàn ông sống sót sau căn bệnh hiểm nghèo.,Ông ấy đã ký di chúc.,Ông được ghép tạng.,cause,1
828,828,828,828,828,Vietnamese,Tôi nhấp một ngụm cà phê nóng.,Tôi cắn phải lưỡi.,Tôi bị bỏng lưỡi.,effect,1
829,829,829,829,829,Vietnamese,Biên tập viên sa thải nhà văn.,Nhà văn tránh có sự thiên vị trong những câu chuyện của cô.,Nhà văn đã bỏ lỡ một thời hạn quan trọng.,cause,1
830,830,830,830,830,Vietnamese,Tôi cảm thấy kiệt sức.,Tôi đã ngủ cả ngày.,Tôi học cả ngày.,cause,1
831,831,831,831,831,Vietnamese,Bác sĩ chẩn đoán bệnh nhân.,Cô đã xác định các triệu chứng của bệnh nhân.,Cô kê thuốc cho bệnh nhân.,cause,0
832,832,832,832,832,Vietnamese,Tôi gãi da.,Nó ướt mồ hôi.,Nó ngứa.,cause,1
833,833,833,833,833,Vietnamese,Người đàn ông đã trải qua ca phẫu thuật khẩn cấp.,Anh mất bình tĩnh.,Anh bị đau tim.,cause,1
834,834,834,834,834,Vietnamese,Cơ bắp cánh tay của người đàn ông phồng lên.,Anh khoanh tay.,Anh xoa tay.,cause,0
835,835,835,835,835,Vietnamese,Người đàn ông nhướng mày.,Anh ấy ngạc nhiên.,Anh cảm thấy nản lòng.,cause,0
836,836,836,836,836,Vietnamese,Tôi xin lỗi thay cho sự ngớ ngẩn của đồng nghiệp của tôi.,Tôi tin rằng anh ấy có ý tốt.,Tôi nghĩ anh ấy đã có thể suy nghĩ tốt hơn.,cause,0
837,837,837,837,837,Vietnamese,Người đàn ông bỏ thuốc lá.,Anh bắt đầu tập thể dục nhiều hơn.,Anh bắt đầu thức dậy sớm hơn.,effect,0
838,838,838,838,838,Vietnamese,Người phụ nữ đấm vào mũi kẻ tấn công.,Cơ thể của kẻ tấn công trở nên vô hồn.,Kẻ tấn công bắt đầu chảy máu.,effect,1
839,839,839,839,839,Vietnamese,Phi tiêu đã bỏ lỡ mục tiêu.,Tầm ngắm của người đàn ông không chính xác.,Người đàn ông đã thua cuộc.,cause,0
840,840,840,840,840,Vietnamese,Chủ nhà yêu cầu một người diệt mối đến nhà anh ta.,Anh phát hiện ra chuột trong tầng hầm.,Anh ta giữ một trang trại kiến trong phòng của mình.,cause,0
841,841,841,841,841,Vietnamese,Tôi đề nghị với khách đi ra ngoài ăn tối.,Tôi đã quá mệt mỏi để chuẩn bị bất cứ điều gì.,Khách của tôi ở quá lâu.,cause,0
842,842,842,842,842,Vietnamese,Cô gái bắt gặp anh trai đang đọc nhật ký của mình.,Cô bắt đầu giấu cuốn nhật ký.,Cô ấy có một cuốn nhật ký mới.,effect,0
843,843,843,843,843,Vietnamese,Người phụ nữ thiếu tiền thuê nhà.,Cô làm thêm giờ.,Cô nghỉ việc.,effect,0
844,844,844,844,844,Vietnamese,Bàn tay đứa trẻ nhanh chóng thu lại.,Nó chạm vào bếp nóng.,Nó vỗ đầu con chó con.,cause,0
845,845,845,845,845,Vietnamese,Công ty muốn đánh giá sự hài lòng của khách hàng.,Họ giảm giá cho khách hàng mới.,Họ đã tiến hành một cuộc khảo sát khách hàng.,effect,1
846,846,846,846,846,Vietnamese,Sàn gỗ bị trầy xước.,Cậu bé ném đệm ra khỏi đi văng.,Cậu bé kéo một chiếc ghế trên sàn nhà.,cause,1
847,847,847,847,847,Vietnamese,Tôi che mặt lại.,Kẻ thù chế nhạo tôi.,Kẻ thù vung nắm đấm.,cause,1
848,848,848,848,848,Vietnamese,Bức tượng nổi tiếng bị thiêu rụi.,Nó bị sét đánh.,Mọi người đến để tôn kính nó.,cause,0
849,849,849,849,849,Vietnamese,Tôi để trái cây trên bàn.,Quả rụng hạt.,Ruồi tràn ngập trái cây.,effect,1
850,850,850,850,850,Vietnamese,Nữ diễn viên ba lê bị xé dây chằng.,Cô nhón chân.,Cô vặn cổ chân.,cause,1
851,851,851,851,851,Vietnamese,Dây giày của đứa bé bị tuột.,Nó học cách buộc chúng.,Nó chạy quanh sân.,cause,1
852,852,852,852,852,Vietnamese,Tôi bị cuốn hút vào cuốn sách.,Tôi trả lại cuốn sách.,Tôi quên cả thời gian.,effect,1
853,853,853,853,853,Vietnamese,Chàng trai có những niềm tin tương tự như cha mẹ mình.,Cha mẹ anh ảnh hưởng đến anh.,Cha mẹ anh từ mặt anh.,cause,0
854,854,854,854,854,Vietnamese,Chiếc xe dần dần dừng lại.,Nó hết xăng.,Người lái xe ngủ thiếp đi.,cause,0
855,855,855,855,855,Vietnamese,Người đàn ông ăn kem dưới ánh mặt trời.,Kem mất hương vị của nó.,Kem chảy ra từ que.,effect,1
856,856,856,856,856,Vietnamese,Tôi treo tác phẩm nghệ thuật trong phòng.,Tấm thảm trông bẩn thỉu.,Những bức tường trông trống trải.,cause,1
857,857,857,857,857,Vietnamese,Tôi về nhà sớm.,Tôi bị nhức đầu.,Ông chủ của tôi đã tổ chức một cuộc họp.,cause,0
858,858,858,858,858,Vietnamese,Con chó con làm bẩn thảm.,Người chủ mắng con chó.,Người chủ cho con chó một món quà.,effect,0
859,859,859,859,859,Vietnamese,Tôi đã xin lỗi bạn tôi.,Bạn tôi đã tha thứ cho tôi.,Bạn tôi trở nên tức giận.,effect,0
860,860,860,860,860,Vietnamese,Người đàn ông nổi bật trong đám đông.,Anh mang ba lô.,Anh mặc vest neon.,cause,1
861,861,861,861,861,Vietnamese,Nhân chứng nói dối mặc dù đã tuyên thệ.,Anh ta đã hoàn thành lời khai của mình.,Anh ta bị buộc tội khai man.,effect,1
862,862,862,862,862,Vietnamese,Người phụ nữ nhuộm tóc.,Cô muốn một cái nhìn mới.,Cô muốn hòa nhập.,cause,0
863,863,863,863,863,Vietnamese,Những người nhập cư bị bắt gặp cư trú bất hợp pháp trong nước.,Họ tìm được việc làm.,Họ đã bị trục xuất.,effect,1
864,864,864,864,864,Vietnamese,Diễn giả nói đùa.,Khán giả bật cười.,Khán giả đứng dậy.,effect,0
865,865,865,865,865,Vietnamese,Tôi nhìn vào mặt trời.,Mặt trời làm tôi mờ mắt.,Mặt trời làm rám nắng da tôi.,effect,0
866,866,866,866,866,Vietnamese,Tôi cảm thấy buồn chán.,Tôi khịt mũi.,Tôi ngáp.,effect,1
867,867,867,867,867,Vietnamese,Miếng bít tết rất khó cắt.,Con dao cùn.,Bít tết chưa chín.,cause,0
868,868,868,868,868,Vietnamese,Người phụ nữ tuyên bố phá sản.,Cô đã nhận được tiền cấp dưỡng.,Cô có một khoản nợ lớn.,cause,1
869,869,869,869,869,Vietnamese,Đèn trong căn hộ của bạn tôi bật sáng.,Tôi tự hỏi có phải anh ấy đã ra ngoài không.,Tôi quyết định ghé thăm anh một chuyến.,effect,1
870,870,870,870,870,Vietnamese,Tôi đặt bông hoa dưới mũi mình.,Những cánh hoa rơi ra hoa.,Tôi ngửi thấy mùi hương của hoa.,effect,1
871,871,871,871,871,Vietnamese,Người phụ nữ cảm thấy nhớ nhung quá khứ.,Cô gặp một người bạn thời thơ ấu.,Cô mắng con.,cause,0
872,872,872,872,872,Vietnamese,Học sinh chần chừ không viết bài.,Cậu ấy nộp bài sớm.,Cậu ấy nộp bài không hoàn chỉnh.,effect,1
873,873,873,873,873,Vietnamese,Xe tôi bị hỏng.,Tôi đã đi đến trung tâm mua sắm.,Tôi gọi thợ sửa máy.,effect,1
874,874,874,874,874,Vietnamese,Tôi đã bỏ tờ ghi chú.,Nó ẩn danh.,Nó không đọc được.,cause,1
875,875,875,875,875,Vietnamese,Con chim vỗ cánh.,Nó đẻ trứng.,Nó bay lên cao.,effect,1
876,876,876,876,876,Vietnamese,Tôi đỗ xe ở lối đi.,Nhà để xe đã mở.,Nhà xe đã đầy.,cause,1
877,877,877,877,877,Vietnamese,Tên tội phạm nhắm súng vào nạn nhân của mình.,Tên tội phạm đặt súng xuống.,Nạn nhân đưa tay lên.,effect,1
878,878,878,878,878,Vietnamese,Tôi mong đến cuối tuần.,Tôi dự định tham dự đám tang của chú tôi.,Tôi dự định tham dự đám cưới của bạn tôi.,cause,1
879,879,879,879,879,Vietnamese,Tôi quên cả thời gian.,Tôi đã mơ mộng.,Tôi buồn nôn.,cause,0
880,880,880,880,880,Vietnamese,Các tài liệu in ra không đọc được.,Máy in bị hết mực.,Máy in đã hết giấy.,cause,0
881,881,881,881,881,Vietnamese,Sân vận động đã mở nhạc quốc ca.,Các cổ động viên chào cờ.,Các cổ động viên đổ xô ra sân.,effect,0
882,882,882,882,882,Vietnamese,Các món nếm nhạt nhẽo.,Tôi dọn nó ra.,Tôi bỏ muối vào đó.,effect,1
883,883,883,883,883,Vietnamese,Tôi đặt khăn giấy lên chỗ đổ.,Khăn giấy hấp thụ chất lỏng.,Chỗ đổ nước còn dính.,effect,0
884,884,884,884,884,Vietnamese,Người phụ nữ bị quấy rầy trong lúc đang đọc sách.,Cô đánh dấu trang của mình.,Cô đọc lại cuốn sách.,effect,0
885,885,885,885,885,Vietnamese,Máy bay gặp một số nhiễu loạn.,Người đàn ông thắt dây an toàn.,Người đàn ông nhìn ra cửa sổ.,effect,0
886,886,886,886,886,Vietnamese,Cậu bé nhăn mặt.,Cô bé bỏ mặc cậu.,Cô bé chọt cậu.,cause,1
887,887,887,887,887,Vietnamese,Các bác sĩ đã cho bệnh nhân lắp một cái xương sườn giả.,Họ cắt cụt chân cô.,Họ theo dõi sức sống của cô.,cause,0
888,888,888,888,888,Vietnamese,Cậu bé véo khuỷu tay cô bé.,Cô nhún vai nhìn anh.,Cô hất tay ra khỏi anh.,effect,1
889,889,889,889,889,Vietnamese,Tôi nhờ bạn tôi tư vấn.,Tôi coi trọng ý kiến của anh ấy.,Tôi biết tôi đã đúng.,cause,0
890,890,890,890,890,Vietnamese,Cậu bé bước xuống bùn.,Bùn dính vào giày cậu.,Bùn đập vào mặt cậu.,effect,0
891,891,891,891,891,Vietnamese,Tuyết phủ dày vài inch trong thị trấn.,Các trường học đóng cửa.,Người dân trốn dưới lòng đất.,effect,0
892,892,892,892,892,Vietnamese,Ca trực của nhân viên đã kết thúc.,Anh về nhà.,Anh dọa bỏ việc.,effect,0
893,893,893,893,893,Vietnamese,Cây làm hư nhà.,Cây ngã xuống mái nhà.,Cây che bóng sân sau.,cause,0
894,894,894,894,894,Vietnamese,Gỗ tách làm đôi.,Tôi xếp gỗ trong lò sưởi.,Tôi vung rìu xuống gỗ.,cause,1
895,895,895,895,895,Vietnamese,Gia đình chúc mừng cặp đôi.,Cặp đôi tuyên bố họ đang ly thân.,Cặp đôi tuyên bố họ sắp có con.,cause,1
896,896,896,896,896,Vietnamese,Cô bé gửi cho cậu bé một lá thư valentine.,Cô thích cậu.,Cô đã hôn cậu ấy.,cause,0
897,897,897,897,897,Vietnamese,Tôi gật đầu trước tuyên bố của bạn tôi.,Tôi đã nhầm lẫn.,Tôi đồng ý với anh.,cause,1
898,898,898,898,898,Vietnamese,Nhóm bạn tung đồng xu.,Họ muốn tìm được sự thỏa hiệp.,Họ muốn đưa ra một quyết định công bằng.,cause,1
899,899,899,899,899,Vietnamese,Đồng hồ bấm giờ trong bếp reng.,Người đàn ông dỡ đồ tạp hóa vào tủ lạnh.,Người đàn ông lấy pizza ra khỏi lò.,effect,1
900,900,900,900,900,Vietnamese,Người phụ nữ đặt mục tiêu đầy tham vọng.,Cô làm biếng.,Cô ấy làm việc chăm chỉ.,effect,1
901,901,901,901,901,Vietnamese,Người đàn ông giàu có chết vì già.,Con trai ông ta gặp rắc rối về pháp lý.,Con trai ông được thừa hưởng gia tài.,effect,1
902,902,902,902,902,Vietnamese,Người phụ nữ dẫm lên ngọn lửa.,Ngọn lửa đã tắt.,Khói bốc lên từ ngọn lửa.,effect,0
903,903,903,903,903,Vietnamese,Xe của người phụ nữ đã ở trong cửa hàng.,Bằng lái xe của cô đã bị thu hồi.,Cô gặp tai nạn xe hơi.,cause,1
904,904,904,904,904,Vietnamese,Tôi ngủ quên.,Tôi làm bữa sáng.,Tôi đã bỏ bữa sáng.,effect,1
905,905,905,905,905,Vietnamese,Người nổi tiếng bước ra khỏi xe limousine.,Các máy ảnh lóe lên về phía anh.,Gia đình anh tham dự buổi họp báo.,effect,0
906,906,906,906,906,Vietnamese,Người phụ nữ nán lại trong bồn tắm.,Nước tắm trở nên bớt ấm.,Nước tắm chảy ra khỏi bồn.,effect,0
907,907,907,907,907,Vietnamese,Cậu sinh viên muốn gặp các sinh viên khác trong trường.,Cậu tham gia một hội anh em.,Cậu học chuyên ngành kỹ sư.,effect,0
908,908,908,908,908,Vietnamese,Tôi lật đệm ghế lên.,Tôi đang tìm tiền lẻ.,Tôi đang sắp xếp lại phòng khách.,cause,0
909,909,909,909,909,Vietnamese,Con ong bay về phía cậu bé.,Cậu bé bỏ chạy.,Cậu bé hái một bông hoa.,effect,0
910,910,910,910,910,Vietnamese,Người phụ nữ bị kết tội nhẹ.,Cô bị kết án lao động công ích.,Cô đã bị xử bắn.,effect,0
911,911,911,911,911,Vietnamese,Tôi khuấy đường vào trà nóng.,Trà nóng.,Đường tan.,effect,1
912,912,912,912,912,Vietnamese,Người cựu binh bước đi khập khiễng.,Ông ấy chuẩn bị nhập ngũ.,Ông ấy bị thương trong trận chiến.,cause,1
913,913,913,913,913,Vietnamese,Tên tội phạm bỏ chạy khỏi cảnh sát.,Cảnh sát chăm sóc nạn nhân.,Cảnh sát đuổi theo tên tội phạm.,effect,1
914,914,914,914,914,Vietnamese,Máy tính xách tay không bật lên được.,Tôi đã đánh rơi nó.,Tôi đã sạc pin nó.,cause,0
915,915,915,915,915,Vietnamese,Người phụ nữ không còn chỗ trong tủ quần áo của mình.,Cô có nhiều quần áo.,Cô gấp quần áo của mình.,cause,0
916,916,916,916,916,Vietnamese,Người đàn ông rất đau lòng.,Vợ anh sinh con.,Vợ anh bỏ anh.,cause,1
917,917,917,917,917,Vietnamese,Người đàn ông đã hoàn thành bằng cấp.,Anh ta có đủ điều kiện cho công việc anh ta muốn.,Lời đề nghị công việc của anh đã bị hủy bỏ.,effect,0
918,918,918,918,918,Vietnamese,Giọng nói của người đàn ông vang vọng khắp khán phòng.,Ông chào khán giả.,Ông nói vào micro.,cause,1
919,919,919,919,919,Vietnamese,Tôi ném một đồng xu vào vòi nước.,Đồng xu chìm xuống đáy.,Đồng xu đã vỡ làm đôi.,effect,0
920,920,920,920,920,Vietnamese,Người chơi đánh bóng về phía lỗ.,Bóng đi vào lỗ.,Bóng bay ngược về phía cầu thủ.,effect,0
921,921,921,921,921,Vietnamese,Tôi hít bụi trong căn gác.,Tôi nấc cụt.,Tôi hắt xì.,effect,1
922,922,922,922,922,Vietnamese,Nhân viên thu ngân gọi bảo vệ.,Khách hàng đã sử dụng tiền giả.,Khách hàng bật đèn pha lên.,cause,0
923,923,923,923,923,Vietnamese,Tôi đem rác đi đổ.,Rác làm nhà bếp bốc mùi khó chịu.,Tôi vô tình vứt mất danh sách mua sắm của tôi.,cause,0
924,924,924,924,924,Vietnamese,Gia đình đã đi đến sở thú.,Bọn trẻ ngưỡng mộ những con vật.,Bọn trẻ đuổi theo những con vật.,effect,0
925,925,925,925,925,Vietnamese,Hơi thở của người đàn ông rất to.,Thận của anh ta không còn hoạt động.,Phổi anh ta bị tắc nghẽn.,cause,1
926,926,926,926,926,Vietnamese,Tôi có thêm một vé cho buổi hòa nhạc.,Tôi hỏi bạn tôi đường đến địa điểm.,Tôi hỏi bạn tôi rằng anh ta có thích đi cùng không.,effect,1
927,927,927,927,927,Vietnamese,Máy điều hòa trong nhà bị hỏng.,Tôi mang chăn ra.,Tôi mở cửa sổ.,effect,1
928,928,928,928,928,Vietnamese,Cậu bé bị đau lưng.,Ba lô của cậu mở.,Ba lô của cậu nặng trĩu.,cause,1
929,929,929,929,929,Vietnamese,Tôi đã mua cho mẹ tôi một món quà.,Tôi nướng cho bà ấy một cái bánh.,Đó là sinh nhật của bà ấy.,cause,1
930,930,930,930,930,Vietnamese,Hoa thủy tiên trong vườn bị phá hủy.,Một con ong chích người làm vườn.,Những con sóc đào xới những luống đất.,cause,1
931,931,931,931,931,Vietnamese,Tôi quẹt diêm.,Ngọn lửa tắt dần.,Que diêm tạo ra lửa.,effect,1
932,932,932,932,932,Vietnamese,Các bên tranh chấp đã đạt được thoả thuận.,Họ không muốn tranh luận trước tòa.,Họ muốn cứu vãn mối quan hệ cá nhân của họ.,cause,0
933,933,933,933,933,Vietnamese,Những đứa trẻ được gửi đến một trại trẻ mồ côi.,Cha mẹ của chúng đã chết.,Cha mẹ chúng chiều chuộng chúng.,cause,0
934,934,934,934,934,Vietnamese,Một thiên thạch rơi xuống đại dương.,Một cơn sóng thần đã xảy ra.,Nó bắt đầu mưa đá.,effect,0
935,935,935,935,935,Vietnamese,Người leo núi gặp một con rắn độc.,Cô trở nên mất nước.,Cô hốt hoảng.,effect,1
936,936,936,936,936,Vietnamese,Lò nướng trở nên nóng.,Tôi bật lò nướng.,Tôi cho món ăn vào lò nướng.,cause,0
937,937,937,937,937,Vietnamese,Tôi vắt chanh.,Chanh bị mốc.,Chanh phụt nước ra.,effect,1
938,938,938,938,938,Vietnamese,Quốc gia này phát hiện ra vùng đất mới.,Quốc gia bỏ mặc vùng đất.,Quốc gia biến vùng đất thành thuộc địa.,effect,1
939,939,939,939,939,Vietnamese,Chiếc ly lật khỏi bàn.,Nó vỡ tan khắp sàn nhà.,Nó đáp xuống một đống đồ giặt.,effect,0
940,940,940,940,940,Vietnamese,Cái bàn chao đảo.,Sàn nhà không bằng phẳng.,Sàn nhà trơn trượt.,cause,0
941,941,941,941,941,Vietnamese,Người cha bắt con trai nói dối.,Con trai thú nhận sự thật.,Người cha tin tưởng con trai mình.,effect,0
942,942,942,942,942,Vietnamese,Đầu người đàn ông đau nhói.,Anh uống siro ho.,Anh uống aspirin.,effect,1
943,943,943,943,943,Vietnamese,Tàu chạy chậm lại.,Nó đang đến gần nhà ga.,Nó bị chậm so với lịch trình.,cause,0
944,944,944,944,944,Vietnamese,Người đàn ông đã trải qua trị liệu.,Bệnh tâm thần di truyền trong gia đình anh.,Anh bị chẩn đoán mắc bệnh trầm cảm.,cause,1
945,945,945,945,945,Vietnamese,Người phụ nữ nắm chặt cổ họng.,Cô nuốt thức ăn.,Cô nghẹn thức ăn.,cause,1
946,946,946,946,946,Vietnamese,Người phụ nữ bị đau họng.,Giọng cô khàn khàn.,Cô nói với giọng điệu.,effect,0
947,947,947,947,947,Vietnamese,Con chó nhìn miếng bít tết ngon ngọt trên bàn.,Nó chảy nước dãi.,Nó nằm xuống.,effect,0
948,948,948,948,948,Vietnamese,Công việc kinh doanh của người phụ nữ đã thành công.,Cô sa thải nhân viên của mình.,Cô trở nên giàu có.,effect,1
949,949,949,949,949,Vietnamese,Các sinh viên rời khỏi lớp học.,Chuông reo.,Giáo viên giao bài tập về nhà.,cause,0
950,950,950,950,950,Vietnamese,Người phụ nữ tuyên bố cô nhìn thấy một con ma.,Những người quen của cô bày tỏ sự hoài nghi.,Những người quen của cô liên quan đến cô.,effect,0
951,951,951,951,951,Vietnamese,Người đàn ông mất thính giác.,Ông suýt chết đuối.,Ông suýt bị giết trong một vụ nổ.,cause,1
952,952,952,952,952,Vietnamese,Đứa trẻ buông dây bóng bay.,Bong bóng xì hơi.,Bong bóng bay lên không trung.,effect,1
953,953,953,953,953,Vietnamese,Người đàn ông mất khả năng nói.,Ông bị đột quỵ.,Ông hít một hơi thật sâu.,cause,0
954,954,954,954,954,Vietnamese,Người phụ nữ vấp ngã trên vỉa hè.,Có một vết nứt trong xi măng.,Cô nghe thấy ai gọi tên mình.,cause,0
955,955,955,955,955,Vietnamese,Người đàn nhảy canon vào hồ bơi.,Nhân viên cứu hộ nhảy vào sau anh ta.,Người đàn ông làm ướt viên cứu hộ.,effect,1
956,956,956,956,956,Vietnamese,Tôi đã uống thuốc kháng sinh.,Nhiễm trùng hết hẳn.,Nhiễm trùng lây lan.,effect,0
957,957,957,957,957,Vietnamese,Đèn giao thông chuyển sang màu vàng.,Tài xế nhấn phanh.,Người lái xe bấm còi.,effect,0
958,958,958,958,958,Vietnamese,Hộp đựng nhựa tan chảy.,Tôi ngâm hộp đựnh trong nước ấm.,Tôi đặt hộp đựng lên bếp nóng.,cause,1
959,959,959,959,959,Vietnamese,Chiếc xe bị móp méo.,Tài xế đâm vào cột điện thoại.,Tài xế vượt đèn đỏ.,cause,0
960,960,960,960,960,Vietnamese,Cậu bé học cả đêm.,Cậu không làm bài kiểm tra.,Cậu thi đỗ.,effect,1
961,961,961,961,961,Vietnamese,Cậu bé trẻ bám vào gờ của hồ bơi.,Cậu sợ học bơi.,Nhân viên cứu hộ đang làm nhiệm vụ.,cause,0
962,962,962,962,962,Vietnamese,Tôi đưa tay lên ngực.,Tôi cảm nhận nhịp tim của tôi.,Nhịp tim của tôi tăng tốc.,effect,0
963,963,963,963,963,Vietnamese,Tòa nhà liền kề văn phòng của tôi đang được xây dựng.,Văn phòng tôi rất đông.,Văn phòng tôi trở nên ồn ào.,effect,1
964,964,964,964,964,Vietnamese,Gia đình muốn làm quen với hàng xóm mới của họ.,Gia đình mời hàng xóm qua ăn tối.,Gia đình vẫy tay chào hàng xóm từ sân của họ.,effect,0
965,965,965,965,965,Vietnamese,Nước văng lên từ hồ bơi.,Người bơi nhảy xuống hồ bơi.,Người bơi nổi trong hồ bơi.,cause,0
966,966,966,966,966,Vietnamese,Tôi cắn một lát dưa hấu.,Tôi vô tình nuốt hạt dưa.,Tôi vô tình sứt mẻ răng.,effect,0
967,967,967,967,967,Vietnamese,Cậu bé vấp ngã.,Áo khoác của cậu không kéo khoá.,Dây giày của cậu không buộc chặt.,cause,1
968,968,968,968,968,Vietnamese,Người phụ nữ đeo bông nhét tai.,Cô bị phân tâm bởi tiếng ồn.,Cô ấy vừa bấm lỗ tai.,cause,0
969,969,969,969,969,Vietnamese,Tôi đổ nước đầy chai.,Tôi đã uống hết nước trong đó.,Tôi giữ nó trong tủ lạnh.,cause,0
970,970,970,970,970,Vietnamese,Chương trình truyền hình bị kiểm duyệt.,Nó chứa ngôn ngữ thô tục.,Nó có một cốt truyện phức tạp.,cause,0
971,971,971,971,971,Vietnamese,Con tàu đắm.,Tất cả các nhân viên chết đuối.,Các nhân viên gặp phải cướp biển.,effect,0
972,972,972,972,972,Vietnamese,Cậu bé cảm thấy bối rối bởi câu đố.,Cậu giải được câu đố.,Cậu yêu cầu một gợi ý.,effect,1
973,973,973,973,973,Vietnamese,Điện thoại reo.,Người đàn ông cúp điện thoại.,Người đàn ông nhấc máy.,effect,1
974,974,974,974,974,Vietnamese,Người phụ nữ đang nhìn chằm chằm vào tôi.,Tôi đã ôm cô ấy.,Tôi cảm thấy khó chịu.,effect,1
975,975,975,975,975,Vietnamese,Cả nhóm rời khỏi bảo tàng.,Họ chụp ảnh các tác phẩm triển lãm.,Họ đã xem tất cả các tác phẩm triển lãm.,cause,1
976,976,976,976,976,Vietnamese,Người đàn ông bắt đầu một cuộc cãi vã với tôi.,Bạn tôi giới thiệu tôi với người đàn ông.,Bạn tôi bảo vệ tôi.,effect,1
977,977,977,977,977,Vietnamese,Lốp xe đạp của tôi bị xẹp.,Tôi bơm không khí vào lốp xe.,Tôi tăng ga trên xe.,effect,0
978,978,978,978,978,Vietnamese,Cô gái trông tái nhợt.,Cha cô đọc cho cô nghe một câu chuyện.,Cha cô sờ trán cô.,effect,1
979,979,979,979,979,Vietnamese,Bút hết mực.,Tôi sử dụng bút chì.,Tôi ký tên tôi.,effect,0
980,980,980,980,980,Vietnamese,Người đàn ông bị từ chối cho vay.,Anh ta đang mắc nợ.,Anh ta bắt đầu kinh doanh.,cause,0
981,981,981,981,981,Vietnamese,Cô gái nghỉ học ở nhà.,Cô bị thủy đậu.,Cô rất thích học toán.,cause,0
982,982,982,982,982,Vietnamese,Túi rác đã đầy.,Tôi đem nó đến bãi rác.,Tôi đổ nó xuống bồn rửa chén.,effect,0
983,983,983,983,983,Vietnamese,Tôi hút bụi thảm.,Bạn cùng phòng của tôi làm đổ đồ uống.,Con chó của tôi rụng lông.,cause,1
984,984,984,984,984,Vietnamese,Người đàn ông mất bình tĩnh.,Anh tắt máy tính.,Anh ném ghế qua phòng.,effect,1
985,985,985,985,985,Vietnamese,Cô gái ném một cành cây vào lửa trại.,Cành cây bị đốt cháy.,Ngọn lửa đã tắt.,effect,0
986,986,986,986,986,Vietnamese,Người đàn ông ra khỏi phòng tắm.,Nước nóng đã hết.,Anh ta không tm thấy khăn tắm.,cause,0
987,987,987,987,987,Vietnamese,Bố mẹ muốn con đi học đại học.,Họ dành một quỹ tiết kiệm cho học phí.,Họ khuyến khích con cái họ chơi bên ngoài.,effect,0
988,988,988,988,988,Vietnamese,Người đàn ông cởi giày ra.,Đôi giày nới lỏng.,Đôi giày bị mòn.,effect,0
989,989,989,989,989,Vietnamese,Người đàn ông chỉ ăn một nửa món khai vị.,Anh để tủ lạnh thức ăn thừa.,Anh lưu công thức nấu.,effect,0
990,990,990,990,990,Vietnamese,Mắt cá chân của tôi bị sưng.,Tôi chườm đá.,Tôi xoa kem dưỡng.,effect,0
991,991,991,991,991,Vietnamese,Cửa văn phòng của tôi mở.,Tôi nói chuyện với đồng nghiệp của tôi tại bàn.,Tôi tình cờ nghe được cuộc trò chuyện trong hội trường.,effect,1
992,992,992,992,992,Vietnamese,Tôi đã phải chờ xếp hàng.,Tôi ngồi xuống.,Tôi đọc lướt qua một tạp chí.,effect,1
993,993,993,993,993,Vietnamese,Người đàn ông đập ruồi.,Con ruồi bay đi.,Con ruồi vẫn đứng yên.,effect,0
994,994,994,994,994,Vietnamese,Người đàn ông đã viết di chúc.,Ông ấy sắp chết.,Ông ấy là một người góa vợ.,cause,0
995,995,995,995,995,Vietnamese,Vận động viên chạy cảm nhận được đối thủ đang bám sát.,Anh bỏ cuộc đua.,Anh tăng tốc.,effect,1
