,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,language,sentence1,sentence2,label
2778,2778,2778,2778,Chinese,颇尔·帕尔森于 1867 年在哥本哈根工作。冰岛的失聪儿童在冰岛的一所学校就读。,帕尔·帕尔森 1867 年在冰岛工作，冰岛聋人在哥本哈根的一所学校上学。,0
2779,2779,2779,2779,Chinese,《Njan Piranna Nattil》是 1985 年的一部印度马拉雅拉姆语电影，由 P Chandrakumar 制作，并由 P Chandrakumar 执导。,《Njan Piranna Nattil》是一部 1985 年的印度马拉雅拉姆电影，由 P Chandrakumar 制作，P Chandrakumar 执导。,1
2780,2780,2780,2780,Chinese,2018 年 5 月 8 日，迈克尔·索罗·塔比亚失踪了。,2015 年 5 月 8 日，塔皮亚失去了米歇尔·索罗。,0
2781,2781,2781,2781,Chinese,选民们选举塞维尔为州长。新任立法机构投票选举布朗特和安德鲁·杰克为参议员，威廉·科克逊为众议员。,选民们选举塞维尔为州长。新任立法机构投票选举布朗特和威廉·科克为参议员，安德鲁·杰克逊为众议员。,0
2782,2782,2782,2782,Chinese,1997 年，她在《加冕街》中饰演希拉·迪克森，在 1998 年饰演内奥米·罗素。,哈德维克在 1997 年作为希拉·迪臣、在 1998 年作为内奥米·罗素出现在《加冕街》中。,1
2783,2783,2783,2783,Chinese,它于 2011 年 12 月 22 日出版并于 2012 年 2 月公布。,它在 2011 年 12 月 22 日公布并在 2012 年 2 月发行。,0
2784,2784,2784,2784,Chinese,如果要得到公式 2 的较高值，上一个平均值更重要。,前一个平均值对公式_ 2 的高值来说更加重要。,1
2785,2785,2785,2785,Chinese,此列表中的编程语言针对声音制作、算法作曲和声音合成进行了优化。,这是针对声音制作、声音合成和算法综合进行了优化的编程语言列表。,0
2786,2786,2786,2786,Chinese,此外，他们还积极锻炼身体、自由自在地学习，并且渴望探索。,此外，他们精力旺盛，乐于探索并且渴望学习。,0
2787,2787,2787,2787,Chinese,卡特尔在 1933 年写道，在北欧的所有人种中，“欧洲人种的智力发育水平最高，性情最为平稳”。,卡特尔在 1933 年写道，在所有北欧种族中，“欧洲种族在智力和性情的稳定性上的进化程度最高”。,1
2788,2788,2788,2788,Chinese,萨米·唐斯本人出生在他母亲位于拉皮德县以南的阿沃耶尔县的 Effie 土著社区。,萨米·唐斯出生于他母亲的家乡，位于 Rapides 教区以南的 Avoyelles 教区的埃菲社区。,1
2789,2789,2789,2789,Chinese,尤金·D·恩格利于 1851 年 4 月 5 日出生于马萨诸塞州阿托巴罗夫，他是詹姆斯·亨利·恩格利及其婚前名叫玛丽·凯利的妻子的儿子。,詹姆斯·亨利·恩格利于 1851 年 4 月 5 日出生于马萨诸塞州阿特尔伯勒，是尤金·D·恩格利及其妻子玛丽·凯莉（婚前姓）之子。,0
2790,2790,2790,2790,Chinese,麦卡锡出生于加利福尼亚州旧金山，但是四岁时随父母搬到奥克兰。,麦卡锡出生于加利福尼亚州的旧金山，但在四岁时便随其父母搬至奥克兰。,1
2791,2791,2791,2791,Chinese,《大乐队特辑》是朱·克里斯缇 1962 年的一张专辑，专辑的歌曲由比尔·霍尔曼、沙提·罗杰斯和其丈夫鲍勃·库伯编排。,《Big Band Specials 》是 Bob Cooper 于 1962 年推出的专辑，其歌曲曾被 Bill Holman、Shorty Rogers 和她丈夫 June Christy 改编过。,0
2792,2792,2792,2792,Chinese,塔尔福尔德·伊利是克拉布·罗宾逊早期好友约翰·陶威尔·拉特的孙子。,塔尔福德·埃利是约翰·托威尔·拉特的孙子，他是克拉布·罗宾逊早年间的朋友。,1
2793,2793,2793,2793,Chinese,Boia Mică 河是罗马尼亚 Valea Sterminoasă 河的一条支流。,Valea Sterminoasă 河是罗马尼亚 Boia Micăa 河的支流。,0
2794,2794,2794,2794,Chinese,保诚大厦 (HMB) 的前身为 Houston Main Building，是德克萨斯州休斯顿德克萨斯医疗中心的一栋摩天大楼。,休斯敦主楼 (HMB)，之前称为慎行大厦，是位于德克萨斯州休斯顿市德克萨斯医疗中心的一栋摩天大楼。,0
2795,2795,2795,2795,Chinese,第一类是单价动词，该类动词仅有一个语义参数，包括非作格动词和非宾格动词。,第一类为非作格动词，其中仅有一个难以理解的参数且由语义动词和一价动词组成。,0
2796,2796,2796,2796,Chinese,在 SIDB 于 1985 年破产后，霍布森和卡诺比奥退出了 CompuBox 项目并成立了 CompuBox Inc.，霍布森后来在 2002 年将公司改名。,1985 年 SIDB 破产后，霍布森和卡诺比奥将该项目重命名为 CompuBox 并创立了 CompuBox Inc.。霍布森之后于 2002 年离开了该公司。,0
2797,2797,2797,2797,Chinese,1974 年，在世界银行、联合国和亚洲开发银行的支持下，老挝人民民主共和国设立了第二阶段基金。,1974 年，在联合国、亚洲开发银行和世界银行的支持下，老挝人民民主共和国设立了第二期基金。,1
2798,2798,2798,2798,Chinese,罗伯特·文森特·戈尔兹伯勒于 1937 年 10 月 3 日出生于芝加哥，为建筑师罗伯特·戈尔兹伯勒和威尔玛·（亚纳克）戈尔兹伯勒之子。,罗伯特·戈德斯伯勒于 1937 年 10 月 3 日出生于芝加哥，是罗伯特·文森特·戈德斯伯勒和建筑师威尔玛（贾纳克）·戈德斯伯勒的儿子。,0
2799,2799,2799,2799,Chinese,他搬到康纳斯维尔，在印第安纳州定居并继续从事律师事业。,他搬到康纳斯维尔，在印第安纳州定居并继续从事律师事业。,1
2800,2800,2800,2800,Chinese,1846 年，植物学家斯蒂芬·恩德利歇首次对该物种作出正式描述，并被记录在约翰·格奥尔格·克里斯汀·莱曼的作品《Irideae Plantae Preissianae》中。,1846 年，该物种首次由植物学家约翰·格奥尔格·克里斯汀·莱曼作出正式描述，并被记录在斯特凡·恩德利歇的著作《Irideae Plantae Preissianae》中。,0
2801,2801,2801,2801,Chinese,但是，一场事故后卢卡斯失忆了，萨米利用了这件事。,然而，萨米因为一场意外患上了失忆症，而卢卡斯利用了这一点。,0
2802,2802,2802,2802,Chinese,演员均为男性，包括六位墨尔本男演员和一位悉尼男演员（戈登·格伦莱特）。,演员全为男性，由六位墨尔本演员和一位悉尼演员（戈登·格伦威特）组成。,1
2803,2803,2803,2803,Chinese,安山岩是的镁铁质熔岩种类，其中一些样品成分比重大的足以被归类为玄武安山岩。,安山岩是的镁铁质熔岩种类，其中一些样品成分比重大的足以被归类为玄武安山岩。,1
2804,2804,2804,2804,Chinese,1997 年，她在《加冕街》中饰演内奥米·罗素，1998 年饰演希拉·迪克逊。,哈德威克于 1997 年在《加冕街》中饰演希拉·迪克森，1998 年饰演内奥米·拉塞尔。,0
2805,2805,2805,2805,Chinese,BBC 于 2008 年 5 月播出了第三部广播版，其中威尔顿再次扮演贝丝，作者扮演达夫。,2008 年 5 月，BBC 播出了第三个电台版本，其中威尔顿饰演达夫，作者饰演贝丝。,0
2806,2806,2806,2806,Chinese,1990 年代末，它是西雅图多家便利店和超市中的畅销产品，并在明尼阿波利斯的几家咖啡店内出售。,20 世纪 90 年代末，它在西雅图的便利店和超市得到了广泛推广，在明尼阿波利斯的几家咖啡馆也能买到。,1
2807,2807,2807,2807,Chinese,巴耶济德二世与 Gülbahar Hatun 结婚，她是巴耶济德二世继任者塞利姆一世的母亲，也是 Sitti Mükrime Hatun 的侄子。,巴耶济德二世与 Gülbahar Hatun 结婚，后者是巴耶济德二世的母亲塞利姆一世，也是 Sitti Mükrime Hatun 的侄子。,1
2808,2808,2808,2808,Chinese,邦廷于 1891 年 9 月 19 日在田纳西州加勒廷去世。他的共济会葬礼在加勒廷举行。,他于 1891 年 9 月 19 日在田纳西州加拉廷去世，并在加拉廷获得共济会会员资格。,1
2809,2809,2809,2809,Chinese,1866 年 6 月 25 日，他被任命为“利西亚尼萨的主教和韦莱特里的领衔主教。,1866 年 6 月 25 日，他被任命为利西亚尼萨的挂名主教和韦莱特里的主教。,0
2810,2810,2810,2810,Chinese,她于 1997 年在《加冕街》中饰演希拉·迪克森，1998 年饰演内奥米·拉塞尔。,哈德威克于 1997 年在《加冕街》中饰演内奥米·拉塞尔，1998 年饰演希拉·迪克森。,0
2811,2811,2811,2811,Chinese,调控鹿的数量的另一个方法是控制出生率。,另一种控制鹿群的方法是调节出生率。,1
2812,2812,2812,2812,Chinese,癌前病变明显是一种典型组织，在用显微镜检查时会呈现异常，而且在此处发生癌变的可能性大于其形态正常的对应组织。,癌前病变在形态上是非典型的组织，在显微镜检查中看起来异常，并且相比其看似正常的对应物，更有可能出现癌症。,0
2813,2813,2813,2813,Chinese,他生来就是查尔斯·温德姆·斯坦丁，在加利福尼亚州洛杉矶出生，在英国伦敦去世。,他出生于查尔斯温德姆英格兰伦敦，逝于加利福尼亚州洛杉矶。,0
2814,2814,2814,2814,Chinese,它被更古老的沟渠围绕，这些沟渠是 16 世纪初 Aloisio the New 建造的，他为 Bely Gorod 划定了界限。,它环绕着 Aloisio the New 于 16 世纪初期建造的较老护城河，该护城河划定白城的界限。,1
2815,2815,2815,2815,Chinese,曼彻斯特作家克里斯·西维撰写了米克·米德尔斯的传记，该书于 2014 年 11 月出版。,克里斯·西维的传记由曼切斯特作者米克·米德尔斯撰写，并于 2014 年 11 月出版。,0
2816,2816,2816,2816,Chinese,它于 1544 年被授予亨利·奥德利和约翰·科德尔，他们立即将其传给约翰·索恩。,它于 1544 年被授予给约翰·索内，其立即将它传给了亨利·奥德利和约翰·科达尔。,0
2817,2817,2817,2817,Chinese,其中“e”是粒子的电荷，而 A 是电磁场的磁矢势。,然而，“e”是粒子的磁荷，A 是电磁场的电矢势。,0
2818,2818,2818,2818,Chinese,在 2011 年，一座名为嬉戏谷的游乐场在常州武进区南部太湖附近的太湖湾全新开幕。,2011 年，常州南部武进区太湖附近的太湖湾开放了一个名为嬉戏谷的新游乐园。,0
2819,2819,2819,2819,Chinese,肾形斑用黄色和黑色勾出轮廓。,肾形斑以黄色和黑色勾勒。,1
2820,2820,2820,2820,Chinese,1805 年 5 月，约翰·盖奇中尉将她派往北海，然后 1806 年罗伯特·拉姆齐中尉取代了他。,罗伯特·拉姆齐中尉在 1805 年 5 月为北海使用了她。1806 年，中尉约翰·盖奇取代了他。,0
2821,2821,2821,2821,Chinese,塞帕瓦区位于秘鲁南部阿塔拉亚省。,塞帕瓦区位于秘鲁南部阿塔拉亚省。,0
2822,2822,2822,2822,Chinese,1886 年，迈尔斯取代乔治·克鲁克将军，成为与亚利桑那部奇里卡瓦阿帕奇族首领杰罗尼莫作战的武装部队指挥官。,1886 年，乔治·克鲁克取代迈尔斯将军成为对抗杰罗尼莫的部队的指挥官，杰罗尼莫是亚利桑那州分部中奇里卡华阿帕切族首领。,0
2823,2823,2823,2823,Chinese,NS,罗伯特·戈尔兹伯勒于 1937 年 10 月 3 日出生在芝加哥，他是建筑师罗伯特·文森特·戈尔兹伯勒和威尔玛·（贾娜克）戈尔兹伯勒的儿子。,0
2824,2824,2824,2824,Chinese,此外，冠军杰克·斯瓦格、米兹和科菲·京斯顿之间的美国三重威胁冠军赛是。,接下来，美国锦标赛的三重威胁赛在冠军杰克·史威格、米兹和科菲·京斯顿之间上演。,1
2825,2825,2825,2825,Chinese,它由威拉德·麦克执导，改编自乔治·菲茨莫里斯撰写的 1917 年剧本《老虎玫瑰》。,它由乔治·菲茨莫里斯执导，改编自威拉德·麦克 1917 年的戏剧《猛虎蔷薇》。,0
2826,2826,2826,2826,Chinese,她是布鲁斯·帕特洛的遗孀，女演员格温妮丝·帕特洛和导演杰克·帕特洛的母亲。,她是杰克·帕特洛的遗孀，也是女演员格温妮丝·帕特洛和导演布鲁斯·帕特洛的母亲。,0
2827,2827,2827,2827,Chinese,2018 年，法雷尔被教皇方济各任命为新的奥索里主教。,2018 年，法雷尔任命方济各教皇为新任奥索里主教。,0
2828,2828,2828,2828,Chinese,比利·巴特森于 2008 年末与 2009 年初之间出版的《黑亚当》前四期中亮相。,比利 比利·巴特森出现在 2008 年末至 2009 年初出版的《黑亚当》的前四期中。,1
2829,2829,2829,2829,Chinese,1942 年 9 月前，Vulcans 接管服务，Midlands 予以报废和撤回。,1942 年 9 月，“火神”完全接管服务，“米德兰”废弃后撤出。,1
2830,2830,2830,2830,Chinese,菲比和纳尔逊带着四头公牛（汤姆、杰里和霍尔顿的贝瑞和巴克）和一头奶牛一起旅行。,菲比和霍尔顿带着四头公牛（汤姆、杰里和纳尔逊的贝瑞和巴克）和一头奶牛一起旅行。,0
2831,2831,2831,2831,Chinese,2011 年 5 月，他为他的首部故事片创作了剧本，并担任导演和制片人。,他执导并编写了自己的第一部长片，该片于 2011 年 5 月完成制片。,1
2832,2832,2832,2832,Chinese,一些船员在金海湾遇难，与当地其他毛利人也没有联系。,一些船员在黄金湾被害，与当地毛利人再没有其他任何接触。,0
2833,2833,2833,2833,Chinese,这是在正规寺庙中充满禅意的上餐和用餐风格。,这是禅宗寺庙中采用的正式的上菜和饮食方式。,0
2834,2834,2834,2834,Chinese,代理老大 Rene Piccarreto 是 Loren Piccarreto 之子，于 1988 年被捕，1994 年获释。,执行老板——Loren Piccarreto -- Rene Piccarreto 的儿子；1988 年被捕；1994 年获释。,0
2835,2835,2835,2835,Chinese,他在 1967 年 NBA 第 77 轮选秀（共有 7 轮）中被费城 76 人队选中。,在 1967 年 NBA 选秀的第 7 轮（总共 77 轮甄选）中，他被费城 76 人队选中。,0
2836,2836,2836,2836,Chinese,从最负面的意义上讲，圣经中的厄运是一种正式的赐福。,从最消极的意义上讲，圣经中的诅咒是一种正式的祝福。,1
2837,2837,2837,2837,Chinese,他在连续的政变中被奥卢塞贡·奥巴桑乔（1975 年）和穆塔拉·穆罕默德（1976 年）所取代。,他随后的政变中被奥卢塞贡·奥巴桑乔（1975 年）和穆塔拉·穆罕默德（1976 年）所取代。,1
2838,2838,2838,2838,Chinese,现代三相女神理念对新威卡教宗教运动非常重要。,三相女神的现代理念是威卡教新宗教运动的核心。,1
2839,2839,2839,2839,Chinese,Kudawa 是位于尼泊尔东南部纳拉亚尼专区巴拉区的乡村和乡村发展委员会。,Kudawa 是尼泊尔东南部巴拉区纳拉亚尼地区的村庄和村庄发展委员会。,1
2840,2840,2840,2840,Chinese,1i Productions 是美国棋盘游戏发行商。该公司由珍娜、威廉和科林·伯恩于 2004 年创立。,1i Productions 是美国棋盘游戏。其由珍娜、威廉和科林·伯恩于 2004 年创立。,1
2841,2841,2841,2841,Chinese,钱德勒承认计算机是一种学习工具，但他拒绝接受盛行的一种客观主义，即认为数据等于信息，信息等于知识。,钱德勒承认计算机是一种学习工具，但他否认将数据视作信息和将信息视作知识这一占主导地位的客观主义。,1
2842,2842,2842,2842,Chinese,周日每小时有一次前往格拉斯哥的服务，但没有前往爱丁堡和邓布兰的服务。,周日每小时有一次前往格拉斯哥的服务，但没有前往爱丁堡和邓布兰的服务。,1
2843,2843,2843,2843,Chinese,塞德丝出生于马萨诸塞州温彻斯特，在新罕布什尔州德里长大。,塞德斯出生于新罕布什尔州的德里。他在马萨诸塞州的温彻斯特长大。,0
2844,2844,2844,2844,Chinese,Tabaci 河是罗马尼亚 Leurda 河的一条支流。,Leurda 河是罗马尼亚境内 Tabaci 河的一条支流。,0
2845,2845,2845,2845,Chinese,他因胃癌在 1954 年 6 月 30 日死于纽约市俄克拉荷马州的克莱尔摩尔，是林恩·里格斯纪念馆的所在地。,1954 年 6 月 30 日，他因胃癌于俄克拉荷马州克莱摩尔病逝。而林恩·瑞格斯纪念馆则位于纽约市。,1
2846,2846,2846,2846,Chinese,他在加利福尼亚州蒂伯龙出生，在纽约州布鲁克林去世。,他出生于加利福尼亚州的蒂伯龙，并在纽约的布鲁克林去世。,1
2847,2847,2847,2847,Chinese,从铁磁体到顺磁体的相变是连续相变和二级相变。,从铁磁物质到顺磁物质的相变是持续不断的，而且是二级相变。,1
2848,2848,2848,2848,Chinese,他在 1954 年 6 月 30 日因胃癌在纽约去世，而俄克拉荷马州克莱尔莫尔是林恩·里格斯纪念馆的所在地。,他于 1954 年 6 月 30 日在纽约市俄克拉荷马州克莱尔莫尔因胃癌逝世，这里也是是林恩·里格斯纪念馆的所在地。,0
2849,2849,2849,2849,Chinese,通过 Xbox Live，玩家在比赛和排名休闲游戏中都能和最多三名对手一起游戏。,玩家可以通过 Xbox Live 在休闲和排名比赛游戏中与最多三名对手一起玩游戏。,0
2850,2850,2850,2850,Chinese,1947 年 5 月 3 日上午 9 点 55 分，在艾伯特·皮埃尔波因特被处决 24 分钟后，她也因自己的罪行在哈默尔恩监狱被伊丽莎白·马莎尔处以死刑。,1947 年 5 月 3 日，在伊丽莎白·马莎尔被处决 24 分钟后，她也因自己犯下的罪行在哈默尔恩监狱被艾伯特·皮特里伯恩特执行死刑。,0
2851,2851,2851,2851,Chinese,最初的团队由作家索尔·比施马和艺术家罗伊·托马斯在《复仇者》#71（1969 年 12 月）zhong创造。,最初的团队由作家索尔·比施马和艺术家罗伊·托马斯在《复仇者联盟》# 71（1969 年 12 月）中创建。,1
2852,2852,2852,2852,Chinese,1983 年 4 月 30 日，一架受命飞往古巴关塔那摩湾海军基地的 C-311 在杰克逊维尔海军基地坠毁，造成 13 人死亡。,在 1983 年 4 月 30 日，一架飞往古巴关塔那摩湾海军航空基地的 C-131 坠毁于杰克逊维尔，造成 13 人死亡。,1
2853,2853,2853,2853,Chinese,他在斯坎索普联队的足球联赛中开始了自己的职业生涯，之后于 1961 年 6 月转入谢菲尔德联队参加丁级联赛。,他从效力谢菲尔德联队开始其在足球联赛的职业生涯，然后于 1961 年 6 月加入谢菲尔德联队参加丁级联赛。,0
2854,2854,2854,2854,Chinese,该校区过去位于湾仔和坚尼地城。2013 年 8 月，该学校搬至西贡的新永久地址。,该校区位于湾仔和坚尼地城，于 2013 年 8 月搬迁至位于西贡区的永久性新址。,1
2855,2855,2855,2855,Chinese,多元宇宙是一组具有相似性质和宇宙等级的平行宇宙的集合。,多元宇宙是平行宇宙的集合，具有普遍特征和类似的层次结构。,0
2856,2856,2856,2856,Chinese,此项内容记录在他的 Medinet Habu 祭庙内两处单独的铭文中，这些铭文不仅篇幅很长而且彼此略有不同。,在拉美西斯三世葬祭殿中，有两行长铭文记载了此内容，这两行铭文实际是分开的，彼此稍有不同。,0
2857,2857,2857,2857,Chinese,然而，萨米因为一场意外患上了失忆症，而卢卡斯利用了这一点。,然而，一场意外事故夺去了萨米的记忆，卢卡斯则趁机从中获利。,1
2858,2858,2858,2858,Chinese,阿苏萨太平洋大学的阿苏萨校区位于洛杉矶东北部的圣盖博谷。,阿苏萨太平洋大学的阿苏萨校区位于地处洛杉矶东北部的圣盖博谷。,1
2859,2859,2859,2859,Chinese,Hudeasa 河是罗马尼亚 Bradu 河的一条支流。,布拉杜河是罗马尼亚境内 Hudeasa 河的一条支流。,0
2860,2860,2860,2860,Chinese,他娶了伊丽莎白·杨（1854 - 1932 年），并且是航运巨头 N. O. 杨·弗恩利和地主托马斯·弗恩利的父亲。,他娶了伊丽莎白·杨（1854 - 1932 年），并且是航运巨头 N. O. 杨·弗恩利和地主托马斯·弗恩利的父亲。,1
2861,2861,2861,2861,Chinese,塔尔福尔德·伊利是约翰·陶威尔·拉特的孙子，他是克拉布·罗宾逊的旧日朋友。,塔尔福尔德·伊利是约翰·陶威尔·拉特的孙子，后者是克拉布·鲁滨逊早年的一位朋友。,1
2862,2862,2862,2862,Chinese,该作品于 1631 年在由伊丽莎白·阿尔德为书商弗朗西斯·康斯特布尔打印的四开本中以《The School of Complement》为标题出版。,这篇文章于 1631 年以副标题《The School of Complement》出版，伊丽莎白·奥得为书商弗朗西斯·康斯特布尔印刷了四开本。,0
2863,2863,2863,2863,Chinese,诺曼·梅兰克顿·格迪斯，本名诺曼·贝尔·格迪斯（1893 年 4 月 27 日至 1958 年 5 月 8 日），是一位美国剧场和工业设计师。,诺曼·贝尔·格迪斯，本名诺曼·梅兰克顿·格迪斯（1893 年 4 月 27 日至 1958 年 5 月 8 日），是一位美国舞台和工业设计师。,0
2864,2864,2864,2864,Chinese,两年后，在 1947 年 7 月 25 日，709 队被命名为重型轰炸中队，典型的 709 队特色。,两年后，在 1947 年 7 月 25 日，709 队被重命名为重型轰炸中队，典型的 709 队特色。,1
2865,2865,2865,2865,Chinese,他在比赛中取得的最好成绩是 1960 年的第十名和 1968 年的第八名。,他在比赛中的最好名次是 1960 年的第十名和 1968 年的第八名。,1
2866,2866,2866,2866,Chinese,瑞士先驱约翰·苏特尔（1803-1880 年）与其他欧裔美国移民于 1839 年 8 月到达上加利福尼亚省。,瑞士先驱约翰·萨特（1803 - 1880 年）于 1839 年 8 月与其他欧裔美国定居者一起在上加利福尼亚省。,1
2867,2867,2867,2867,Chinese,红衣主教大卫·比顿去世时是苏格兰大法官、圣安德鲁斯大主教和苏格兰红衣主教使节。,在他去世时，大卫红衣主教比顿是的苏格兰大法官，圣安德鲁斯大主教以及苏格兰红衣主教使节。,1
2868,2868,2868,2868,Chinese,Dilcov 河是罗马尼亚米尔科夫河的一条支流。,米尔科夫河是罗马尼亚迪尔科夫河的一条支流。,0
2869,2869,2869,2869,Chinese,在半职业足球赛中，苏格兰球队在各个级别的表现均不如苏格兰足球超级联赛，其中大多数表现不如苏格兰足球冠军联赛的球队均为半职业球队。,在苏格兰足球界，半职业球队各个等级的水平都低于苏格兰超级联赛，其中大多数低于苏格兰冠军联赛水平的球队均为半职业球队。,0
2870,2870,2870,2870,Chinese,韦斯特莱克是美国路易斯安那州卡尔克苏堂区西部的一个城市，也是查尔斯湖大都会统计区的一部分。,韦斯特莱克是卡尔克苏教区的一座城市，位于美国路易斯安那州西部，属于莱克查尔斯都会统计区的一部分。,0
2871,2871,2871,2871,Chinese,2012 年，亚德里安·比劳“树屋”发行他的第六张单曲唱片，该唱片由音乐家内德·埃维特在田纳西州纳什维尔制作。,2012 年，内德·埃维特发行《树屋》，这是他的第六张单曲唱片，该唱片由亚德里安·比劳在田纳西州纳什维尔制作。,0
2872,2872,2872,2872,Chinese,例如，杜佩奇县的 32W000 指的是 State St. 以北 32 英里处，而莱克县的 38000 将是 Madison Street 以西 38 英里处。,例如，杜佩奇县的 32W000 位于 State St. 以西 32 英里处，莱克县的 38000 位于麦迪逊街以北 38 英里处。,0
2873,2873,2873,2873,Chinese,540 县道位于高地城市 540 州道以南几英里，西起美国 98 号公路，一直延伸至 37B 县道。,County Road 540 位于海兰市 540 国道以南几英里处，从 US 98 向西延伸至 37B 县道。,1
2874,2874,2874,2874,Chinese,最干燥的年份是 1983 年，为，最潮湿的年份是 1976 年，为。,最潮湿的年份是 1983 年，最干燥的年份是 1976 年。,0
2875,2875,2875,2875,Chinese,"在加州理工学院，助理教授的平均薪水为 111,300 美元，副教授为 121,300 美元，而正教授则为 172,800 美元。","加州理工学院助理教授的平均工资为 111,300 美元，副教授为 121,300 美元，教授为 172,800 美元。",1
2876,2876,2876,2876,Chinese,A Mesa 的语言目标是对抗加利西亚人民党的主要政策，尤其是通过 Queremos Galego 运动。,A Mesa 的语言目标是与加利西亚人民党的主要政策作斗争，特别是通过 Queremos Galego 运动。,1
2877,2877,2877,2877,Chinese,马瑟·牟斯的“爱斯基摩人的季候变化”提到了系统理论的基础知识，这些基础知识后来也曾在朱利安·斯图尔特的作品中也重复出现。,朱利安·斯图尔特的“爱斯基摩人的季节性变化”提到系统理论的基本原理，而这种原理后来在马瑟·牟斯的作品中也曾重复出现。,0
2878,2878,2878,2878,Chinese,在他人的描述中，锡安广场“永远拥挤，永远疯狂”。,锡安广场被形容为“总是拥挤不堪，总是让人疯狂”。,1
2879,2879,2879,2879,Chinese,1i Productions 是由珍娜、威廉和科林·伯恩于 2004 年开创的一款美式桌游。,它在 2004 年由科林·伯恩、威廉和珍娜创立，是一家美国棋盘游戏发行商。,0
2880,2880,2880,2880,Chinese,陀思妥耶夫斯基与陀思妥耶夫斯基订过婚和安娜与雅克拉尔家族的巨大政治分歧都阻止不了他们之间亲切和定期的联系。,无论是陀思妥耶夫斯基之前与陀思妥耶夫斯基的婚约，还是安娜与杰克拉德夫妇在政治上的强烈分歧，都没有阻止他们彼此友好而定期的联系。,1
2881,2881,2881,2881,Chinese,她在三岁时随父母从芬兰移居爱沙尼亚，目前住在赫尔辛基。,她在三岁时随父母从芬兰搬到爱沙尼亚，目前住在赫尔辛基。,1
2882,2882,2882,2882,Chinese,下一个市政厅于 1627 年修建，采用巴洛克建筑风格，并在 1650 年、1653 年、1735 年和 1779 年遭到破坏。,下一个市政厅建于 1627 年，采用巴洛克建筑风格，并在 1650 年、1653 年、1735 年和 1779 年遭到破坏。,1
2883,2883,2883,2883,Chinese,1959 年 2 月 20 日，总理约翰·迪芬贝克完成了这个项目，拆卸了五支完工的箭。,1959 年 2 月 20 日，总理约翰·迪芬贝克完成该项目，五个“箭头”已完工。,0
2884,2884,2884,2884,Chinese,耶茨怀滋于 1932 年担任北美定约桥牌协会主席，该协会是 1937 年合并加入美国桥牌联盟的组织之一。,冯·泽德维茨是 1932 年北美定约桥牌协会的主席，该组织在 1937 年与其他组织合并成立了美国桥牌协会。,1
2885,2885,2885,2885,Chinese,他出生于英国伦敦，本名查尔斯·温德姆·斯坦丁，在加利福尼亚州洛杉矶去世。,他出生于查尔斯·温德姆的英国伦敦，逝世于加利福尼亚州的洛杉矶。,1
2886,2886,2886,2886,Chinese,沃内尔与 Mildred Rideout 结婚了；这对夫妇有一个女儿。,Wornell 与穆得莉·赖德奥特结了婚，这对夫妻育有一个女儿。,1
2887,2887,2887,2887,Chinese,休斯顿主楼 (HMB) 之前称为慎行大厦，是位于得克萨斯州休斯顿的得克萨斯医学中心的一栋摩天大楼。,慎行大厦 (HMB) 之前称为休斯顿主楼，是位于德克萨斯州休斯顿市德克萨斯医疗中心的一座摩天大楼。,0
2888,2888,2888,2888,Chinese,立即告诉他的父亲萨克·麦圭雷（查利·克劳森）和伊维。,亨特立刻告诉他的父亲查理·克劳森（扎克·马克圭尔）和伊维。,1
2889,2889,2889,2889,Chinese,经典木制品展现时尚洛可可设计的元素。,时尚的洛可可木制品展现了经典设计的风格。,0
2890,2890,2890,2890,Chinese,田野绿植和根类植物一般不栽培，并且在野生状态下季节性地聚集生长。,田野绿植和根类植物一般不栽培，并且在野生状态下季节性生长。,0
2891,2891,2891,2891,Chinese,两种预防甲型轮状病毒的轮状病毒疫苗对儿童安全且有效：葛兰素史克的 Rotarix 和默克公司的 RotaTeq。,两种针对 A 组轮状病毒感染的轮状病毒疫苗对儿童是安全有效的：默克公司的 Rotarix 和葛兰素史克公司的 RotaTeq。,0
2892,2892,2892,2892,Chinese,"新曲目""每天清晨""是第一首曲目""清晨""的原声吉他版。",第一首曲目《每日清晨》是最后一首吉他版《清晨》的不插电版本。,0
2893,2893,2893,2893,Chinese,268 号宾西法尼亚州道从桥的西端开始，南通帕克，北至埃姆伦顿。,宾夕法尼亚州 268 号公以从桥的西端为起点，往北通向帕克，往南通向埃姆桑顿。,0
2894,2894,2894,2894,Chinese,其中一场龙卷风席卷了约翰逊县北部和布朗县南部。,其中一场龙卷风席卷了约翰逊县北部和布朗县南部。,1
2895,2895,2895,2895,Chinese,在萨米周围，是瑞典和挪威（之前）说的一种萨米语。,乌美萨米语是一种在挪威和（以前）瑞典使用的萨米语。,0
2896,2896,2896,2896,Chinese,三相女神的新宗教观念是威卡教现代运动的核心。,三相女神的现代理念是威卡教新宗教运动的核心。,0
2897,2897,2897,2897,Chinese,托特纳姆热刺队以 4：2 击败费耶诺德鹿特丹队，赢得 1973-74 年欧洲联盟杯。,1973 年至 1974 年的欧足联欧洲联赛由费耶诺德鹿特丹以 4:2 打败托特纳姆热刺足球俱乐部赢得冠军。,0
